Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean(5.7.14),Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132
7.096,9.534,6.887,10.000,7.730,5.621,10.946,14.232,11.951,12.968,11.132,9.110,10.099,9.055,11.547,11.800,8.315,14.398,8.265,8.471,6.571,5.500,7.800,10.235,8.964,10.867,11.809,7.879,5.486,5.983,8.735,8.608,8.240,6.205,7.726,7.235,4.517,3.301,8.565,7.940,6.605,11.740,11.000,8.839,11.623,13.520,15.032,6.425,11.771,10.833,11.400,6.800,11.250,8.456,8.860,7.773,7.761,10.714,10.217,10.011,13.552,16.598,12.959,11.635,16.581,13.135,11.489,11.538,5.325,8.543,9.761,10.922,16.211,12.362,8.649,6.328,9.815,7.909,8.187,7.786,7.647,6.582,5.605,4.755,8.742,8.163,7.032,8.538,8.693,7.781,10.366,16.574,13.456,15.078,10.800,14.783,11.457,13.875,12.340,15.488,20.365,19.194,18.976,13.465,16.481,7.730,13.966,13.981,10.044,8.885,13.590,10.569,10.840,15.294,11.131,17.292,11.633,13.219,14.040,19.686,12.964,10.695,8.388,9.340,12.330,13.830,7.594,5.066,7.265,13.497,14.196,10.551
7.019,8.320,6.200,8.990,8.690,6.405,10.729,14.207,12.815,12.301,10.906,8.693,8.451,10.645,11.853,11.967,8.565,14.958,9.115,8.875,7.357,6.000,7.587,10.118,8.920,9.790,11.109,8.314,5.381,6.771,8.924,8.451,8.202,5.786,7.892,6.863,4.494,3.429,7.935,7.832,6.161,10.151,10.745,8.551,10.662,11.360,14.053,7.112,12.150,10.929,11.591,6.970,12.184,9.684,9.035,6.409,7.533,10.943,9.054,9.400,13.301,17.147,13.024,10.847,16.713,14.843,10.478,12.109,6.058,9.000,9.662,11.209,16.465,12.667,7.179,6.562,9.444,8.121,8.030,7.437,8.275,6.925,5.580,4.811,9.330,7.179,7.266,9.034,8.792,8.667,11.355,16.116,12.748,15.103,10.729,13.033,10.580,14.850,13.106,16.250,21.753,18.571,17.702,13.930,16.779,8.690,13.170,14.500,9.733,9.859,13.377,10.385,10.920,14.824,12.143,15.889,11.625,12.981,13.080,19.686,11.857,10.237,8.673,10.340,11.495,13.295,7.491,4.350,7.627,13.475,14.654,10.751
7.058,8.981,6.348,9.288,8.302,5.655,10.953,14.305,12.062,13.215,9.679,8.717,8.859,9.773,12.600,11.389,8.389,15.613,8.628,8.769,6.232,6.931,7.080,10.563,8.496,10.308,11.591,8.936,4.981,6.347,8.689,8.461,7.721,6.410,7.420,7.029,4.708,3.541,8.111,7.335,5.460,10.932,10.327,8.686,10.883,11.933,14.684,6.746,12.436,11.278,11.136,8.140,11.921,10.000,9.026,6.580,7.228,11.271,10.533,10.256,13.350,16.147,12.432,10.270,16.088,13.708,10.663,11.891,5.558,8.609,9.507,11.426,15.408,12.565,7.613,5.984,9.267,9.106,7.694,7.816,8.441,6.672,5.198,4.660,8.742,7.179,7.323,8.131,7.436,7.867,9.538,16.761,13.631,14.672,10.247,14.133,11.062,12.550,12.819,15.762,20.365,19.092,17.500,12.907,16.286,8.302,14.307,14.537,11.422,9.590,12.557,10.200,8.920,13.137,12.179,16.764,11.352,13.590,13.467,21.886,12.214,10.254,10.143,10.960,12.077,13.114,6.877,4.467,8.775,13.519,14.187,10.586
7.269,8.437,5.713,8.106,8.143,5.802,11.186,13.549,12.012,13.441,10.075,8.827,9.366,8.736,11.027,11.333,8.944,14.803,7.991,8.894,6.964,5.625,7.307,10.235,8.504,10.587,12.055,8.314,5.619,6.508,9.364,9.186,7.712,6.162,7.051,7.569,5.101,3.331,8.602,8.281,6.000,9.877,10.145,8.025,10.117,11.187,14.653,7.239,12.271,10.198,11.918,7.860,12.579,9.053,8.711,7.636,7.804,11.757,9.761,9.167,14.117,14.735,12.331,12.365,16.059,13.000,11.000,11.824,5.442,9.848,8.465,11.200,17.380,12.493,7.970,7.297,8.793,7.470,7.493,7.311,7.716,7.701,6.469,5.189,8.371,7.789,6.665,8.703,7.970,7.914,10.699,16.355,13.583,14.810,10.471,12.983,10.778,13.400,12.362,14.875,21.318,19.031,18.040,11.837,16.221,8.143,12.136,14.815,9.511,8.962,12.410,9.692,9.260,15.824,11.762,17.361,12.102,14.286,12.640,21.800,12.732,9.475,7.204,10.380,12.066,12.807,7.783,4.796,8.873,13.360,13.738,10.234
7.490,8.893,7.270,8.721,7.984,6.319,10.434,11.976,12.111,13.344,11.000,9.457,9.761,9.873,12.320,11.111,9.102,14.747,8.823,8.865,7.232,5.931,7.773,11.067,9.277,11.028,11.282,8.236,5.886,6.169,9.061,9.157,8.337,5.983,7.611,7.255,4.787,3.805,7.463,7.653,6.169,9.548,10.327,8.110,10.052,10.933,13.368,7.851,11.921,11.429,11.073,6.940,12.842,9.404,9.105,7.148,6.924,9.457,9.239,9.122,12.982,15.863,12.740,11.927,15.213,13.461,11.359,12.387,6.042,9.217,9.613,10.974,16.408,11.507,7.935,6.062,9.126,8.030,7.709,7.544,7.931,6.582,5.827,4.849,8.062,7.854,6.639,8.524,8.960,7.600,10.172,15.968,13.058,14.534,10.953,13.033,11.000,14.025,12.713,15.212,20.494,20.194,15.524,12.488,15.377,7.984,14.057,15.241,11.067,10.167,14.820,9.569,10.160,13.882,10.881,18.833,12.188,12.590,13.387,18.086,12.714,9.847,8.878,10.400,11.956,13.830,7.604,4.869,8.520,13.201,13.981,10.339
7.500,8.155,6.574,8.702,8.817,6.026,10.605,14.183,12.247,13.441,10.057,9.882,9.352,10.064,13.333,9.744,9.056,14.906,8.398,9.048,6.821,6.278,6.907,11.151,8.912,10.371,11.345,7.871,6.143,5.746,8.689,8.196,7.577,5.940,7.790,6.265,4.539,3.526,7.713,7.257,5.629,9.082,10.873,7.907,10.662,12.227,15.105,7.119,12.329,10.643,11.691,7.730,12.224,9.482,9.474,6.852,7.891,10.829,10.587,9.089,13.687,17.255,12.757,11.044,15.515,12.337,10.870,11.555,5.100,8.130,9.486,10.522,16.662,11.710,7.357,5.578,9.385,6.955,8.209,7.835,7.755,6.209,5.852,5.038,8.412,7.699,6.589,8.814,7.931,7.905,10.022,15.852,13.476,13.966,11.059,12.267,10.222,12.950,12.521,15.788,19.318,18.224,16.597,12.326,14.351,8.817,13.114,15.389,9.489,9.564,14.852,11.400,8.260,12.784,11.190,16.875,12.195,13.914,13.080,19.057,10.893,9.898,8.367,10.480,11.769,13.568,7.236,4.358,8.902,13.408,13.985,10.417
7.288,9.136,6.748,8.577,8.000,6.422,9.899,13.512,11.062,12.742,12.094,10.669,10.225,10.327,12.027,11.056,9.259,15.194,8.027,9.385,6.625,5.861,6.720,11.059,9.328,10.937,10.809,7.629,5.657,6.424,8.727,8.951,7.500,5.932,8.427,6.206,5.124,3.759,8.398,7.575,6.194,9.959,10.982,8.347,8.532,12.000,14.021,7.000,11.821,9.937,12.055,7.220,11.408,9.386,8.649,7.068,7.435,11.171,11.250,9.622,13.626,17.088,13.491,11.577,15.169,14.337,10.652,12.882,6.208,9.261,8.880,10.339,14.845,12.232,7.310,6.688,9.874,7.970,8.015,7.699,8.618,6.970,5.926,5.528,8.979,7.593,7.222,8.483,8.297,8.038,10.624,16.335,13.408,14.741,10.576,13.867,11.296,13.275,11.670,15.413,19.153,18.878,16.532,13.140,14.831,8.000,12.875,13.759,9.533,10.026,15.869,11.369,10.620,13.510,10.619,18.444,11.148,12.914,13.747,17.229,11.714,9.441,8.735,10.860,11.022,12.443,7.547,4.431,7.833,13.247,14.156,10.195
8.356,9.049,7.017,8.317,7.937,6.422,10.527,13.756,11.988,12.226,13.226,10.827,8.634,9.818,12.027,10.989,8.815,14.834,8.628,8.788,6.000,6.000,7.427,10.697,9.219,10.441,11.045,8.193,6.124,6.127,9.303,9.000,8.942,5.564,7.777,6.833,5.202,3.782,8.231,7.371,6.347,9.548,10.764,7.068,9.442,10.427,14.432,7.433,12.250,10.976,11.909,7.850,12.447,9.816,9.026,6.420,7.533,11.543,11.228,8.822,13.209,15.343,12.515,10.606,14.640,14.169,10.446,12.042,5.500,8.587,9.563,10.574,14.451,11.870,7.619,6.031,10.096,7.848,8.104,7.699,7.765,6.209,5.938,5.623,9.237,7.870,7.342,9.152,8.663,7.200,10.559,15.994,14.748,13.517,10.612,13.500,11.753,14.500,12.979,15.650,19.447,17.888,15.879,11.581,15.740,7.937,12.989,14.185,9.244,9.692,13.213,11.323,9.620,12.431,11.238,17.139,12.672,12.914,13.160,17.743,12.107,9.390,9.020,10.760,11.868,10.943,8.708,4.591,8.363,13.231,14.293,10.155
8.183,9.087,7.183,9.346,8.278,5.966,10.101,14.488,11.568,12.333,10.887,10.701,9.704,8.673,12.907,10.844,9.194,15.127,8.920,8.875,7.429,4.903,7.720,11.538,8.620,9.790,11.145,7.371,5.505,5.983,9.235,10.902,10.202,6.624,7.675,6.578,4.416,3.549,7.648,7.617,6.008,9.151,9.964,7.678,9.065,11.400,14.432,6.843,12.586,10.540,12.127,8.230,12.711,9.351,8.509,6.557,7.065,11.329,11.065,9.367,13.325,17.559,11.935,11.000,14.074,13.472,10.902,11.471,5.558,7.500,9.754,10.530,14.141,10.681,7.708,6.203,9.919,7.121,7.821,7.194,7.392,7.522,5.790,5.660,8.701,7.520,7.373,8.779,7.871,7.781,10.968,16.381,12.932,14.500,10.082,14.633,10.951,13.250,13.777,15.375,19.106,16.490,16.137,11.372,16.078,8.278,12.034,13.574,9.822,10.795,15.508,10.846,10.060,14.725,11.095,16.972,13.172,13.667,13.973,17.143,10.679,9.814,8.816,10.640,11.802,11.625,7.340,4.314,8.549,13.570,15.052,10.008
8.587,8.864,6.365,9.317,7.944,5.905,10.907,12.585,11.086,12.366,10.717,9.819,9.437,9.727,12.133,11.956,8.685,15.113,8.593,8.856,7.375,6.292,8.373,11.244,9.204,10.657,11.255,8.193,5.514,6.517,8.795,10.176,10.106,6.726,8.025,6.314,4.652,3.308,8.130,7.814,6.742,10.082,10.473,8.059,9.610,10.600,15.874,7.149,12.507,10.556,11.591,6.830,12.658,9.702,8.307,6.455,8.380,10.329,10.815,9.022,13.153,17.441,12.751,11.467,12.993,13.056,11.087,11.168,5.675,8.793,9.246,10.583,13.479,10.928,8.119,6.594,9.637,8.273,8.209,6.990,6.598,6.478,5.173,4.943,8.814,7.919,6.652,8.152,7.792,7.962,10.624,15.877,12.553,15.026,11.047,11.983,10.901,13.250,11.755,16.050,18.929,17.898,15.887,11.930,16.000,7.944,12.920,13.926,9.044,9.410,14.721,10.785,10.580,13.471,11.631,16.236,13.953,13.010,13.133,15.800,11.268,10.203,8.388,9.340,11.407,11.295,7.792,4.912,7.853,13.381,15.060,9.957
9.615,9.117,7.017,8.519,7.833,5.647,11.101,13.463,11.519,12.355,11.340,10.378,9.183,10.127,12.667,11.867,8.991,14.598,7.743,8.846,7.661,6.028,7.933,10.697,9.343,10.259,11.555,7.893,5.743,6.254,9.174,9.392,10.587,6.615,8.656,6.069,4.326,3.241,7.972,7.922,6.339,9.699,9.582,7.763,8.273,11.013,14.200,7.284,12.150,10.857,12.182,7.160,13.553,9.509,8.632,6.148,8.033,10.900,10.739,9.089,12.638,15.765,13.006,10.810,12.765,13.652,11.946,12.681,5.433,7.870,8.824,10.539,13.676,10.391,7.679,6.250,9.644,8.530,8.119,8.146,7.725,7.090,5.481,4.755,9.629,7.325,6.722,9.097,8.931,7.886,11.849,15.942,14.505,14.155,10.612,13.933,11.827,13.950,10.745,15.650,18.129,17.918,15.185,12.488,14.753,7.833,12.818,14.963,10.800,9.577,13.738,9.569,9.960,14.000,11.857,17.694,13.234,12.648,12.787,14.400,11.518,9.119,7.490,10.460,11.901,12.205,7.425,4.073,9.069,13.121,14.775,10.233
10.423,9.204,6.861,8.760,7.913,6.250,10.798,13.902,12.160,12.398,10.962,10.654,9.465,9.809,12.773,10.533,8.602,15.019,7.912,8.510,7.286,5.806,7.133,10.311,8.774,10.867,11.418,7.736,5.933,6.051,8.742,9.422,11.788,6.427,7.911,6.392,4.303,3.361,7.750,7.287,6.315,11.740,10.509,7.441,9.857,9.960,14.400,6.993,11.114,11.111,11.809,7.370,11.079,9.105,8.719,6.614,7.913,12.043,11.043,10.122,13.454,16.216,13.379,11.752,14.375,13.461,11.609,11.134,5.817,7.467,9.458,10.974,13.662,10.493,7.696,5.469,9.378,6.803,8.575,7.262,7.392,6.582,5.704,5.509,8.938,7.675,7.165,9.400,8.109,8.210,12.172,16.316,12.233,15.147,9.918,13.967,10.938,12.825,11.936,15.150,20.059,17.633,15.871,11.140,14.987,7.913,12.330,14.444,10.067,8.756,15.803,10.538,9.820,12.118,11.750,18.472,11.930,12.695,12.493,14.229,10.589,8.966,8.286,10.060,11.813,12.307,6.981,4.467,8.500,13.171,14.976,10.523
11.163,10.340,7.078,8.510,7.794,6.491,10.078,13.220,10.864,12.892,9.868,10.850,9.296,9.964,11.747,10.111,8.778,14.495,8.265,7.827,7.232,6.181,8.067,11.403,8.321,10.699,11.218,7.536,6.114,6.000,8.538,10.167,12.673,5.350,8.350,6.137,4.775,3.444,8.481,7.796,6.395,11.918,10.091,8.263,8.740,10.533,15.789,6.769,11.864,11.310,11.191,7.800,11.671,9.123,8.947,6.875,8.402,11.129,9.293,9.756,13.663,16.363,12.308,11.635,14.022,13.764,10.793,12.328,5.775,9.663,12.796,11.165,13.169,10.145,7.619,5.875,9.356,7.636,7.776,7.544,7.176,6.090,5.494,5.264,8.340,8.203,7.000,8.759,8.564,8.019,10.699,16.097,13.000,14.905,10.553,12.600,11.185,11.450,12.106,16.450,20.047,17.776,14.242,12.977,13.649,7.794,12.818,13.815,9.089,10.282,15.131,9.877,9.100,12.627,11.905,17.319,13.602,12.848,14.667,20.629,12.589,10.898,11.429,10.380,13.363,17.500,7.330,4.489,8.588,13.120,15.201,11.903
11.375,9.184,7.191,8.606,8.008,6.621,10.039,14.122,12.617,13.323,10.585,9.583,9.873,10.618,12.240,11.567,9.111,15.169,8.416,9.183,6.893,5.458,7.173,10.958,9.219,10.538,11.918,7.271,5.981,6.127,8.576,10.343,12.894,5.564,7.688,6.412,4.506,3.602,8.324,7.874,6.000,10.767,11.200,7.195,10.584,10.827,15.642,7.067,11.721,10.381,11.582,7.540,12.776,9.281,8.842,6.670,9.000,10.414,10.174,9.111,13.975,16.186,12.249,11.693,15.000,12.337,10.543,12.202,6.733,9.543,14.106,10.957,12.634,10.870,7.375,6.359,9.111,7.258,8.179,7.252,8.069,6.940,5.728,5.189,8.041,7.325,7.316,8.531,8.495,8.752,11.108,16.839,13.184,14.414,10.976,12.550,11.494,14.575,10.968,15.363,18.353,17.031,15.621,11.884,14.234,8.008,13.000,12.815,10.067,9.962,16.426,10.123,10.200,12.902,11.690,18.681,14.055,12.686,14.467,20.457,13.839,10.458,13.796,11.460,14.901,19.614,7.651,4.664,8.529,12.855,15.203,11.752
11.663,10.456,7.113,8.135,7.937,5.991,10.457,14.146,12.593,12.355,11.038,10.252,8.986,9.664,11.907,11.133,8.963,14.533,8.133,9.548,6.125,5.569,8.333,11.218,8.818,10.510,11.282,8.086,5.581,6.415,8.348,10.451,12.644,6.026,8.248,6.725,5.034,3.331,8.009,7.760,6.395,10.808,9.709,7.424,10.662,10.013,15.411,7.164,11.421,11.627,12.036,8.080,11.763,9.018,9.737,6.341,7.848,10.586,10.348,9.433,14.190,16.716,12.988,11.526,14.316,12.596,11.337,10.824,5.742,9.413,13.732,11.748,13.690,10.942,8.012,6.125,9.652,8.167,8.246,7.621,7.598,6.448,5.630,5.358,8.567,7.870,7.051,7.807,8.079,7.952,9.634,16.400,13.175,15.069,10.047,14.083,11.086,13.875,12.309,15.675,20.224,16.735,14.758,11.930,13.714,7.937,13.352,12.815,10.467,10.205,14.689,10.062,9.960,11.980,13.298,19.014,12.562,12.886,14.853,19.000,12.679,11.797,11.959,10.760,13.813,20.670,7.991,4.226,8.559,12.858,15.005,11.289
11.606,10.534,6.522,8.635,7.365,6.302,10.054,13.329,12.284,12.591,10.019,9.535,8.535,9.300,10.520,11.856,7.954,14.003,8.080,9.712,6.571,5.083,6.973,11.874,9.467,10.084,10.527,7.650,6.190,6.322,8.182,11.461,12.433,6.453,8.102,6.725,4.787,3.218,8.361,7.371,6.460,10.685,10.873,8.025,11.091,11.307,15.295,6.791,11.179,11.246,11.709,6.970,12.263,10.009,9.456,6.557,7.522,9.743,9.967,9.356,13.270,17.431,13.414,10.336,14.103,13.348,11.022,11.042,6.183,9.261,13.585,10.896,14.028,10.333,7.827,6.297,8.963,8.561,8.448,6.825,7.373,6.642,5.481,4.981,8.371,8.138,6.570,8.614,8.614,7.686,10.280,16.413,13.427,14.836,10.694,13.433,10.988,14.400,12.394,16.362,20.706,17.020,16.145,12.651,14.195,7.365,12.386,13.444,9.733,10.487,14.066,10.877,9.320,11.843,11.607,15.903,13.094,12.276,13.813,18.257,11.982,9.983,13.286,10.240,13.857,19.670,7.151,4.190,8.118,12.791,14.904,10.965
10.942,10.369,6.974,8.423,8.397,6.448,10.713,12.976,12.506,12.839,10.075,9.803,9.493,10.027,11.293,11.311,8.944,14.492,8.956,9.279,6.536,5.000,7.360,11.067,9.029,9.797,11.673,7.693,5.752,5.288,8.409,10.275,13.260,5.718,8.045,6.137,5.124,3.316,7.546,7.395,6.331,10.918,9.455,7.831,10.416,9.907,16.084,6.575,10.250,11.063,11.709,6.800,11.276,9.219,9.246,7.273,7.674,10.429,9.989,8.700,13.258,16.843,13.189,10.635,15.169,13.090,10.957,10.588,5.975,9.413,13.113,11.365,12.380,10.870,7.077,5.906,8.815,7.576,8.209,7.495,7.118,6.582,5.852,4.623,8.289,8.154,7.329,9.117,8.059,8.362,10.323,15.897,13.155,14.448,10.694,13.733,11.309,12.975,12.479,15.950,18.929,16.847,15.565,12.558,14.169,8.397,12.125,13.352,9.600,8.962,14.689,9.723,9.840,12.882,11.607,17.958,14.219,11.610,14.027,16.314,12.589,10.305,12.163,10.660,14.286,17.852,7.349,4.394,8.608,12.754,14.917,10.649
10.077,9.388,6.443,8.740,8.135,6.293,10.705,13.195,12.000,12.634,11.000,10.079,9.887,10.473,11.227,10.500,8.759,14.355,8.336,9.413,6.625,5.444,8.200,10.555,8.058,11.217,11.836,7.900,6.248,6.314,8.462,10.696,13.010,5.949,8.357,5.569,4.899,3.812,8.935,8.084,6.105,11.096,9.673,6.949,10.078,8.973,15.747,6.701,11.500,10.849,10.945,7.480,11.658,9.456,9.044,6.909,9.217,10.871,10.239,9.856,13.282,17.422,12.367,10.810,14.221,13.090,9.783,11.454,6.675,9.120,11.303,10.730,12.099,10.826,7.637,6.391,9.207,8.333,8.007,7.417,7.167,7.418,6.321,4.698,9.206,7.293,7.342,8.952,8.851,7.210,10.774,15.942,13.126,14.569,10.082,14.617,11.519,11.300,12.521,16.000,18.718,14.969,15.395,13.116,13.623,8.135,11.909,12.389,10.800,9.308,15.115,10.662,10.540,11.549,11.905,17.681,14.336,11.971,12.600,15.229,12.589,11.542,12.571,9.400,13.330,17.284,7.142,4.307,8.382,12.721,14.439,10.176
11.240,9.019,6.870,8.673,8.968,6.586,10.612,13.707,11.963,13.011,10.151,9.323,9.676,10.100,10.573,11.778,8.685,14.134,8.186,9.433,6.071,5.264,6.960,10.227,9.314,10.042,12.100,7.357,6.248,5.890,8.576,10.775,12.663,6.556,8.261,6.873,4.180,3.383,8.546,6.844,6.484,9.890,9.418,7.915,10.026,9.013,15.484,7.358,11.814,11.016,12.536,7.050,12.145,9.447,9.237,6.784,8.054,11.457,10.207,8.800,13.828,16.333,13.260,10.759,14.603,12.854,11.467,11.336,5.833,8.663,13.282,11.991,13.268,10.812,7.595,6.219,8.578,8.470,8.090,6.981,8.010,6.746,5.457,4.604,8.351,7.683,6.816,8.255,7.891,7.467,9.624,16.690,13.476,15.043,10.553,14.200,10.802,13.175,12.298,15.425,18.082,15.551,15.815,12.907,13.623,8.968,13.227,13.870,8.956,9.795,14.787,10.831,9.180,14.098,11.940,16.708,15.203,11.857,13.427,14.771,11.643,9.898,11.510,11.380,12.681,16.591,7.783,4.350,8.510,12.652,14.606,9.988
10.827,9.922,6.696,9.433,8.198,6.707,9.860,12.622,11.877,12.656,11.208,9.992,10.127,9.482,12.120,10.489,8.935,14.433,8.699,8.933,6.786,5.597,7.107,11.261,9.956,11.007,12.364,8.036,5.619,5.992,9.303,10.039,12.327,5.889,7.452,6.980,4.494,3.782,8.148,7.389,5.774,10.315,9.618,7.746,9.208,9.147,15.695,6.612,11.514,11.254,11.655,6.830,11.842,9.395,8.886,5.864,8.033,9.971,10.098,8.911,12.865,16.490,12.361,10.788,15.324,12.506,10.913,10.647,5.658,8.967,11.070,11.878,11.789,10.913,7.565,5.812,8.748,6.939,7.209,8.184,7.412,6.776,5.272,4.547,8.505,7.667,7.057,9.421,8.554,8.057,10.570,17.084,13.583,14.716,9.741,13.383,11.333,12.950,12.681,15.825,18.071,15.929,15.637,12.326,14.247,8.198,13.102,13.537,10.044,10.026,13.541,10.292,10.240,11.569,12.786,16.597,14.805,12.914,14.493,15.029,11.357,9.203,10.184,9.960,12.978,15.000,7.132,4.365,7.784,12.648,14.612,9.918
10.394,9.350,7.148,8.692,8.698,6.259,9.837,12.878,12.346,13.430,9.868,9.480,9.141,9.373,12.413,11.089,8.861,14.428,8.451,8.923,7.304,5.403,6.973,10.950,8.387,10.566,10.409,7.700,5.943,6.424,9.068,10.392,10.962,6.103,7.599,6.196,4.618,3.271,8.759,7.527,6.274,11.000,8.909,7.364,9.675,10.080,15.274,6.694,11.936,10.770,11.745,6.880,11.671,8.877,8.553,7.159,8.641,11.100,10.424,8.222,13.172,16.529,13.101,10.788,14.176,12.551,10.011,12.319,5.558,8.217,11.838,10.939,13.718,10.290,7.637,5.781,8.926,8.227,8.187,7.728,7.598,7.119,5.802,4.623,8.309,7.480,6.715,8.317,7.871,7.895,10.140,15.445,13.359,14.655,9.976,13.517,11.679,11.675,12.883,16.038,18.965,15.735,15.153,12.535,14.779,8.698,12.932,13.556,9.800,9.923,13.951,9.831,10.400,10.745,12.345,16.819,15.625,10.876,13.973,12.657,10.714,9.593,11.184,10.200,12.440,14.386,7.604,4.277,8.529,12.877,14.283,9.871
10.683,9.563,7.261,8.337,7.849,5.509,9.868,13.720,11.469,11.624,10.604,9.213,9.676,10.082,12.120,11.078,9.278,14.136,7.823,8.538,7.286,5.167,7.200,11.479,8.358,9.839,10.545,7.743,6.333,6.356,8.598,10.608,12.038,6.239,8.732,5.971,4.573,3.353,9.287,8.186,6.000,11.712,11.000,8.229,8.870,9.813,16.021,7.418,11.071,10.968,11.409,6.910,12.118,9.018,9.018,7.398,7.739,11.600,10.315,8.044,12.896,19.000,12.391,10.131,15.221,12.764,11.478,13.000,6.083,8.902,11.437,11.078,12.254,9.522,7.673,6.672,9.259,7.652,7.321,7.874,8.559,6.955,6.025,5.434,9.155,7.992,6.468,9.317,8.168,8.324,10.183,16.342,13.738,14.362,11.176,13.567,10.000,13.675,11.840,15.587,18.000,15.439,14.427,12.605,13.701,7.849,12.352,13.389,10.222,10.308,11.738,10.231,10.120,11.765,12.167,16.222,16.336,11.810,15.067,14.857,11.375,9.000,11.122,9.800,13.110,15.102,7.623,4.803,7.539,12.714,14.341,9.950
10.433,9.485,6.357,8.567,8.786,6.060,10.496,14.049,12.914,12.495,9.925,9.299,9.493,9.818,12.147,11.278,8.648,13.828,8.035,9.548,6.875,5.111,6.760,10.731,8.562,11.427,10.600,7.364,5.857,6.619,8.780,10.039,10.654,6.436,8.038,6.647,4.607,3.459,8.815,8.030,6.121,11.068,9.800,7.475,9.338,9.293,15.947,6.739,12.100,10.833,11.409,7.360,12.447,8.491,8.693,7.455,7.815,12.157,10.304,9.167,13.613,19.353,12.858,10.818,15.316,15.124,11.239,12.882,5.442,8.261,10.592,12.235,13.014,10.986,7.607,6.109,9.259,7.985,8.440,8.534,7.824,6.537,6.444,4.491,8.722,7.106,7.323,8.303,8.545,7.771,10.817,16.903,12.408,14.414,10.424,13.867,10.914,12.175,12.681,14.900,17.588,15.531,14.250,13.233,13.740,8.786,12.227,12.259,9.200,9.910,12.066,9.415,10.100,11.588,11.679,16.792,16.328,11.638,14.347,14.200,11.196,9.780,10.980,9.960,11.659,14.352,7.500,4.109,8.363,12.906,14.486,10.147
9.529,9.476,7.096,7.894,8.937,6.569,10.140,12.963,12.346,12.570,10.660,9.039,9.577,9.373,11.747,10.311,8.111,14.089,9.000,8.587,5.964,5.931,7.067,10.387,8.876,10.594,12.273,7.593,6.276,6.119,8.439,9.647,10.894,6.094,7.885,5.882,4.494,3.203,8.676,7.802,5.734,10.836,10.182,7.169,7.688,9.013,15.263,6.709,11.929,10.754,12.027,6.900,11.605,9.307,8.842,7.955,8.272,12.457,10.750,9.356,12.675,19.422,11.953,11.168,16.000,13.562,10.935,12.496,5.883,8.478,11.563,12.400,14.394,12.087,7.542,5.625,9.400,8.152,7.791,7.359,6.755,6.433,5.457,5.000,8.155,7.902,6.785,8.979,9.178,7.819,11.054,16.271,13.146,14.862,10.435,14.250,10.716,12.825,12.255,15.538,17.941,15.612,14.210,13.163,13.974,8.937,11.920,13.741,10.067,8.885,12.000,11.154,9.640,11.235,11.750,15.611,18.820,11.886,15.293,15.571,10.196,10.186,9.694,10.500,12.604,13.955,7.292,4.226,7.059,12.634,14.422,10.105
9.769,8.883,7.087,8.721,8.889,5.716,10.403,13.341,12.556,11.473,10.113,9.591,9.648,9.718,12.453,11.311,9.028,14.855,8.708,9.375,6.839,5.514,7.107,11.538,9.832,10.007,11.336,8.879,6.448,6.551,8.917,9.725,10.394,6.436,7.764,6.912,4.449,3.481,8.907,8.240,5.960,11.507,10.145,7.551,7.948,9.867,14.537,7.149,12.207,11.175,11.736,6.990,11.461,9.053,9.009,7.659,7.630,11.771,10.837,9.233,13.890,18.196,12.337,11.088,15.191,13.449,9.826,12.580,5.917,10.065,10.930,13.191,16.225,12.246,7.708,6.469,8.985,7.697,7.582,6.990,7.078,6.403,5.877,5.094,8.722,7.358,7.133,8.110,8.772,8.152,10.785,16.174,13.893,14.888,10.047,14.383,11.988,13.475,11.394,16.275,16.976,14.796,15.492,12.419,14.935,8.889,12.511,12.019,9.689,9.449,11.885,10.215,10.260,11.137,10.952,16.431,19.477,11.648,15.400,13.971,11.714,10.288,10.735,10.300,12.121,14.159,7.708,4.416,8.451,12.498,14.382,9.942
